,Unnamed: 0,Unnamed: 0.1,type,link,pair,PRODUCT NUMBER,ALCOHOL,SUGAR,ACIDS,ENERGY,PRICE / LITRE,MORE INFORMATION,ADDITIONAL INFORMATION,INGREDIENTS DECLARED BY THE PRODUCER,PACKAGING,CLOSURE,PRODUCER,SUPPLIER,SELECTION,text,topNotch,tips,features,region,variety,acid,bodied,dry,sweet,tannic,floral,citrus fruit,stone fruit,tropical fruit,red fruit,black fruit,honey,herbal,bitter,mineral,creamy,spice,earthy,baking spice,leather,astringent,apple/pear,melon,buttery,pastry,nut,chemical/medicinal,wood,smoky,fish_food,desserts_food,fruit_food,vegetables_food,sweet_food,salty_food,sour_food,bitter_food,beef_food,poultry_food,game_food,pork_food,dairy_food,fatty_food,lamb_food,nutty_food,box,desert,red,rose,sparkling,white,name,year,country,wine_region,wine_subregion,quality
20771,20771,20771,white,"https://www.alko.fi/en/products/517007/Domaine-Jean-Louis-Chave-Hermitage-Blanc-2013/ 
",beef,517007,14.5,-1.0,4.1,80.0,233.27 EUR,,,Contains sulphites,bottle,natural cork,Domaine Jean-Louis Chave,Vindirekt Finland,limited quantity product,"White wines are best served chilled, at 10–12°C. Chilling a bottle from room temperature to the perfect serving temperature takes about two hours in a fridge.","The rich, full-bodied character is combined with toasted notes or oakiness, and the wines are a great match not only for oily fish but also for chicken, turkey and even game bird and pork dishes.
Try with flamed salmon, smoked duck or creamy mushroom soup.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Dry, acidic, apricot notes, nectarine notes, light grapefruit notes, white pepper notes, oak notes, good body, well-balanced 
","['France', ""AC l'Hermitage"", 'Rhône']",[],3,0,3,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Domaine-Jean-Louis-Chave-Hermitage-Blanc-2013,2013,France,Rhône,Hermitage,17.0
1420,1420,1420,desert,"https://www.alko.fi/en/products/003286/Ferreira-Late-Bottled-Vintage-Port-2019/ 
",beef,3286,20.5,100.0,4.5,150.0,28.48 EUR,,Contains sediment,Contains sulphites,bottle,natural cork,Ferreira,Pernod Ricard Finland,general selection,"Serve ports as follows: white ports well-chilled at 10–12°C, vintage ports slightly chilled at 16–18°C and other ports chilled at 14–16°C. Ports are made in the north of Portugal, in the valleys of Douro and its tributaries. Over time, a sediment accumulates in a vintage port bottle and this should be removed before drinking the port. Place the bottle in an upright position for 24 hours to make the sediment sink to the bottom. You can also filter the wine using a coffee filter or a decanting strainer. Vintage port should be consumed within a few days after opening. Unopened ports keep for a few months or even several years, depending on the wine type. Opened tawny ports keep for many weeks and other ports for a shorter time.","Known as a dessert wine, port is also an excellent aperitif and a good match for cheese. 
Try ruby port with hard savoury cheeses and rich desserts with dark berries; tawny port with dried fruit, nut pastries and chocolate; LBV with milder blue cheeses and chocolate desserts; vintage port with Stilton or as a ‘meditation wine’; and sweet white port with pears cooked in wine. Port tonic, i.e. dry white port blended with tonic water, is a great aperitif.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Dark red, sweet, maraschino cherry notes, plum notes, fig notes, cocoa notes 
","['Late Bottled Vintage Port', 'Portugal']",[],0,0,0,4,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Ferreira-Late-Bottled-Vintage-Port-2019,2019,Portugal,Port,,18.0
1659,1659,1659,desert,"https://www.alko.fi/en/products/934474/Dow-s-Late-Bottled-Vintage-2015/ 
",beef,934474,20.0,110.0,4.8,160.0,31.68 EUR,,,Contains sulphites,bottle,natural cork,Symington Family Estates,Winestate,general selection,"Serve ports as follows: white ports well-chilled at 10–12°C, vintage ports slightly chilled at 16–18°C and other ports chilled at 14–16°C. Ports are made in the north of Portugal, in the valleys of Douro and its tributaries. Over time, a sediment accumulates in a vintage port bottle and this should be removed before drinking the port. Place the bottle in an upright position for 24 hours to make the sediment sink to the bottom. You can also filter the wine using a coffee filter or a decanting strainer. Vintage port should be consumed within a few days after opening. Unopened ports keep for a few months or even several years, depending on the wine type. Opened tawny ports keep for many weeks and other ports for a shorter time.","Known as a dessert wine, port is also an excellent aperitif and a good match for cheese. 
Try ruby port with hard savoury cheeses and rich desserts with dark berries; tawny port with dried fruit, nut pastries and chocolate; LBV with milder blue cheeses and chocolate desserts; vintage port with Stilton or as a ‘meditation wine’; and sweet white port with pears cooked in wine. Port tonic, i.e. dry white port blended with tonic water, is a great aperitif.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Dark red, dark cherry notes, blueberry jam notes, raspberry notes, allspice notes, chocolaty 
",['Portugal'],[],0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Dow-s-Late-Bottled-Vintage-2015,2015,Portugal,,,18.0
2448,2448,2448,red,"https://www.alko.fi/en/products/478737/Chill-Out-Organic-Tempranillo-Syrah-2019-plastic-bottle/ 
",savoury snacks,478737,13.5,-1.0,5.1,80.0,11.23 EUR,,,Contains sulphites,plastic bottle,plastic closure,Altia,Altia,general selection,"Red wines are best served slightly below room temperature, at 16–18°C. Chilling a bottle from room temperature to the perfect serving temperature takes about half an hour in a fridge.","Berried and fresh reds go well with pasta, vegetable and chicken dishes and internal organs, such as liver, but also with fish.
Try with tomato-based pasta dishes, chicken stew with Moroccan spices or oven-baked salmon topped with blue cheese.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Medium-bodied, medium tannic, blackberry jam notes, cherry notes, light currant notes, slightly spicy 
","['Spain', 'Vino de la Tierra Castilla', 'La Mancha']","['Tempranillo', 'Syrah']",0,2,0,0,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,Chill-Out-Organic-Tempranillo-Syrah-2019-plastic-bottle,2019,Spain,La Mancha,,18.0
2461,2461,2461,red,"https://www.alko.fi/en/products/480207/Richard-s-Dornfelder-Trocken-2019/ 
",savoury snacks,480207,12.5,5.0,5.7,70.0,11.19 EUR,,,Contains sulphites,bottle,metal screw cap,Richard's,Altia,general selection,"Red wines are best served slightly below room temperature, at 16–18°C. Chilling a bottle from room temperature to the perfect serving temperature takes about half an hour in a fridge.","Berried and fresh reds go well with pasta, vegetable and chicken dishes and internal organs, such as liver, but also with fish.
Try with tomato-based pasta dishes, chicken stew with Moroccan spices or oven-baked salmon topped with blue cheese.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Medium-bodied, medium tannic, blueberry notes, blackberry notes, sour cherry, herbal notes 
","['Germany', 'Qualitätswein Pfalz']",['Dornfelder'],0,2,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,Richard-s-Dornfelder-Trocken-2019,2019,Germany,,,18.0
13226,13226,13226,rose,"https://www.alko.fi/en/products/935447/La-Petite-Perriere-Rose-Pinot-Noir-2019/ 
",savoury snacks,935447,12.5,-1.0,5.0,70.0,17.17 EUR,,,Contains sulphites,bottle,metal screw cap,Saget la Perriere,Wineworld Finland,sale-to-order selection,"Serve dry and medium-dry rosés chilled, at 10–12°C, and medium-sweet and sweet rosés well-chilled, at 8–10°C. Chilling a bottle from room temperature to the perfect serving temperature takes about three hours in a fridge.","Rosé wines are ideal for socialising, and you can also pair them with food. Rosés are a good choice for summer buffets with cold foods, such as cold cuts, salads and shellfish.
You can also try rosé with rustic salads, grilled drumsticks or bouillabaisse.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Dry, medium acidic, fruity, minerally, flowery 
","['France', 'Vin de France']",['Pinot Noir'],2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,La-Petite-Perriere-Rose-Pinot-Noir-2019,2019,France,,,18.181818181818183
13228,13228,13228,rose,"https://www.alko.fi/en/products/920668/Meinklang-Prosa-2020/ 
",savoury snacks,920668,10.5,9.0,4.9,60.0,19.87 EUR,,May contain sediment,Contains sulphites,bottle,crown cap,Michlits Werner,Vindirekt Finland,general selection,"Serve dry and medium-dry rosés chilled, at 10–12°C, and medium-sweet and sweet rosés well-chilled, at 8–10°C. Chilling a bottle from room temperature to the perfect serving temperature takes about three hours in a fridge.","Rosé wines are ideal for socialising, and you can also pair them with food. Rosés are a good choice for summer buffets with cold foods, such as cold cuts, salads and shellfish.
You can also try rosé with rustic salads, grilled drumsticks or bouillabaisse.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Medium dry, acidic, spritzy, wild strawberry notes, raspberry notes, redcurrant notes 
",['Austria'],"['Blaufränkisch', 'Blauburgunder', 'Zweigelt']",3,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,Meinklang-Prosa-2020,2020,Austria,,,18.33333333333333
14663,14663,14663,sparkling,"https://www.alko.fi/en/products/902207/Le-Contesse-Prosecco-Brut-Organic/ 
",savoury snacks,902207,11.0,10.0,5.3,70.0,17.17 EUR,,,Contains sulphites,bottle,natural cork,Le Contesse,Wineworld Finland,general selection,"Sparkling wines made using the traditional method are served well-chilled, at 8–12°C. Fresh, crisp sparkling wines are served slightly cooler, at 6–8°C. A sparkling wine stopper will keep the bubbles in the bottle for several days, as long as the bottle is stored in the fridge. The fuller the bottle, the longer the bubbles will last. Using a gel cooler stored in the freezer, you can chill a bottle from room temperature to the perfect serving temperature in about 20 minutes. In a large cooler or bucket filled with ice cubes and water, you can chill a bottle in 15 minutes.","Sparkling wines and Champagnes are ideal for toasting, as aperitifs, for socialising or for serving throughout a meal.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Brut, medium acidic, pear notes, green apple notes, citrus notes, herbal notes 
","['Italy', 'DOC Prosecco']",['Glera'],2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,Le-Contesse-Prosecco-Brut-Organic,0,Italy,,,18.0
14682,14682,14682,sparkling,"https://www.alko.fi/en/products/927142/JP.-Chenet-Ice-Edition-Ros-Demi-Sec/ 
",savoury snacks,927142,11.0,45.0,5.8,80.0,17.95 EUR,,,Contains sulphites,bottle,plastic closure,JP. Chenet,Hartwall,general selection,"Sparkling wines made using the traditional method are served well-chilled, at 8–12°C. Fresh, crisp sparkling wines are served slightly cooler, at 6–8°C. A sparkling wine stopper will keep the bubbles in the bottle for several days, as long as the bottle is stored in the fridge. The fuller the bottle, the longer the bubbles will last. Using a gel cooler stored in the freezer, you can chill a bottle from room temperature to the perfect serving temperature in about 20 minutes. In a large cooler or bucket filled with ice cubes and water, you can chill a bottle in 15 minutes.","Sparkling wines and Champagnes are ideal for toasting, as aperitifs, for socialising or for serving throughout a meal.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Medium sweet, medium acidic, wild strawberry notes, raspberry notes, apricot notes, hint of rose 
",['France'],['Bobal'],2,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,JP.-Chenet-Ice-Edition-Ros-Demi-Sec,0,France,,,18.416666666666668
18764,18764,18764,white,"https://www.alko.fi/en/products/564804/Dreissigacker-Riesling-2019/ 
",savoury snacks,564804,12.5,5.0,7.7,70.0,26.35 EUR,,,Contains sulphites,bottle,metal screw cap,Weingut Dreissigacker,Winestate,general selection,"White wines are best served chilled, at 10–12°C. Chilling a bottle from room temperature to the perfect serving temperature takes about two hours in a fridge. The sweeter the wine, the cooler it can be served.","Nuanced flavours combined with robust acidity make these wines an excellent match for fish and seafood dishes as well as slightly stronger flavours.
Try with Finnish crayfish, clam dishes or blinis.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Dry, acidic, ripe grapefruit notes, apricot notes, green apple notes, minerally, light petrol notes 
","['Germany', 'Qualitätswein Rheinhessen', 'Rheinhessen']",['Riesling'],3,0,3,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,Dreissigacker-Riesling-2019,2019,Germany,Rheinhessen,,18.0
18791,18791,18791,white,"https://www.alko.fi/en/products/900997/Fattoria-Di-Pancole-Vernaccia-di-San-Gimignano-2018/ 
",savoury snacks,900997,14.0,1.0,5.0,80.0,19.83 EUR,,,Contains sulphites,bottle,natural cork,Fattoria di Pancole,Citera Oy/Finn-Glera,sale-to-order selection,"White wines are best served chilled, at 10–12°C. Chilling a bottle from room temperature to the perfect serving temperature takes about two hours in a fridge. The sweeter the wine, the cooler it can be served.","These wines are an excellent match for savoury starters, pasta and fish and seafood dishes.
Try with different kinds of tapas or antipasti, shrimp salad or sushi.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Dry, medium acidic, fruity, citrus notes 
","['Italy', 'DOCG Vernaccia di San Gimignano', 'Tuscany']",[],2,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,Fattoria-Di-Pancole-Vernaccia-di-San-Gimignano-2018,2018,Italy,Tuscany,,17.0
1314,1314,1314,desert,"https://www.alko.fi/en/products/930577/Lepaan-Packal-n/ 
",savoury snacks,930577,12.0,5.0,5.8,70.0,19.03 EUR,,Finnish berry winery,Contains sulphites,bottle,natural cork,Lepaan Viinitila,Lepaan viinitila Hämeen ammatti-instituutti,sale-to-order selection,"Serve these wines well-chilled, at 8–10°C. Chilling a bottle from room temperature to the perfect serving temperature takes about three hours in a fridge. Especially aromatised wines, as well as wines containing berries or fruit pulp, should be served well-chilled. If they are too warm, they can foam out of the bottle once opened.","Sparkling fruit wines, fruit wines and aromatised wines are perfect for socialising, as aperitifs or in mixed drinks and punches.
Try them in cocktails or punches, and choose the berry or fruit that you like the most. You can adjust the alcohol content by adding spirits, liquor, sparkling water, tonic or juice. Decorate with the season’s berries, fruits and herbs.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Light-bodied, medium acidic, berry notes, aromatic 
",['Finland'],[],2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,Lepaan-Packal-n,0,Finland,,,
1327,1327,1327,desert,"https://www.alko.fi/en/products/955107/Freixenet-Mia-Sangria-Classic-Royal/ 
",savoury snacks,955107,8.5,90.0,5.0,80.0,13.07 EUR,,"Lower-alcohol wine (0,6-9,9%)",Contains sulphites,bottle,metal screw cap,Freixenet,Hartwall,sale-to-order selection,"Serve these wines well-chilled, at 8–10°C. Chilling a bottle from room temperature to the perfect serving temperature takes about three hours in a fridge. Especially aromatised wines, as well as wines containing berries or fruit pulp, should be served well-chilled. If they are too warm, they can foam out of the bottle once opened.","Sparkling fruit wines, fruit wines and aromatised wines are perfect for socialising, as aperitifs or in mixed drinks and punches.
Try them in cocktails or punches, and choose the berry or fruit that you like the most. You can adjust the alcohol content by adding spirits, liquor, sparkling water, tonic or juice. Decorate with the season’s berries, fruits and herbs.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Sweet, medium acidic, fruity, spicy 
",['Spain'],[],2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,Freixenet-Mia-Sangria-Classic-Royal,0,Spain,,,19.0
2420,2420,2420,red,"https://www.alko.fi/en/products/931093/Montevertine-Rosso-2017/ 
",casseroles,931093,13.0,1.0,6.6,70.0,81.32 EUR,,May contain sediment,Contains sulphites,bottle,natural cork,Montevertine,Viinitie,sale-to-order selection,"Red wines are best served slightly below room temperature, at 16–18°C. Chilling a bottle from room temperature to the perfect serving temperature takes about half an hour in a fridge.","Nuanced and developed wines go well will rustic meat dishes. You can also pair them with cheese or enjoy them on their own.
Try with reindeer steak, entrecôte or hard, aged cheeses, such as Gouda, Parmesan or Manchego.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Full-bodied, tannic, dark cherry notes, flowery, spicy 
","['Italy', 'IGT Toscana', 'Tuscany']","['Canaiolo', 'Sangiovese', 'Colorino']",0,3,0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,Montevertine-Rosso-2017,2017,Italy,Tuscany,,16.5
2424,2424,2424,red,"https://www.alko.fi/en/products/939198/Leva-Winemaker-s-Reserve-Cabernet-Sauvignon-Merlot-2017-bag-in-box/ 
",casseroles,939198,13.0,11.0,5.5,80.0,10.66 EUR,,Fair for Life,Contains sulphites,bag-in-box,,Vinex Slavyantsi,CISA Drinks,sale-to-order selection,"Red wines are best served slightly below room temperature, at 16–18°C. Chilling a bottle from room temperature to the perfect serving temperature takes about half an hour in a fridge.","Wines with rich flavours and aromas are a good choice when serving meat dishes.
Try with BBQ-marinated pork ribs, beef and vegetable skewers or T bone steaks.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Full-bodied, medium tannic, flowery, berry notes, spicy 
","['Thracian Valley', 'Bulgaria']","['Cabernet Sauvignon', 'Merlot']",0,3,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,Leva-Winemaker-s-Reserve-Cabernet-Sauvignon-Merlot-2017-bag-in-box,2017,Bulgaria,,,
14872,14872,14872,sparkling,"https://www.alko.fi/en/products/915754/Philipponnat-Blanc-de-Noirs-Champagne-Extra-Brut-2014/ 
",casseroles,915754,12.0,5.0,7.1,70.0,108.0 EUR,Sold in gift packaging,,Contains sulphites,bottle,natural cork,Philipponnat,Vinunic Oy,sale-to-order selection,"Sparkling wines made using the traditional method are served well-chilled, at 8–12°C. Fresh, crisp sparkling wines are served slightly cooler, at 6–8°C. A sparkling wine stopper will keep the bubbles in the bottle for several days, as long as the bottle is stored in the fridge. The fuller the bottle, the longer the bubbles will last. Using a gel cooler stored in the freezer, you can chill a bottle from room temperature to the perfect serving temperature in about 20 minutes. In a large cooler or bucket filled with ice cubes and water, you can chill a bottle in 15 minutes.","Sparkling wines and Champagnes are ideal for toasting, as aperitifs, for socialising or for serving throughout a meal.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Very dry, acidic, fruity, pear notes, minerally 
","['Champagne', 'France', 'AC Champagne']",['Pinot Noir'],3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,Philipponnat-Blanc-de-Noirs-Champagne-Extra-Brut-2014,2014,France,Champagne,,17.0
19269,19269,19269,white,"https://www.alko.fi/en/products/551167/Hannes-Reeh-Rohstoff-Chardonnay-2017/ 
",casseroles,551167,14.5,1.0,4.1,80.0,26.39 EUR,,,Contains sulphites,bottle,metal screw cap,Hannes Reeh,Nordalco,general selection,"White wines are best served chilled, at 10–12°C. Chilling a bottle from room temperature to the perfect serving temperature takes about two hours in a fridge.","The rich, full-bodied character is combined with toasted notes or oakiness, and the wines are a great match not only for oily fish but also for chicken, turkey and even game bird and pork dishes.
Try with flamed salmon, smoked duck or creamy mushroom soup.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Dry, acidic, yellow plum notes, peach notes, ripe honey melon notes, white pepper notes, almond notes, toasted, roasted 
","['Austria', 'Burgenland', 'Qualitätswein Burgenland']",['Chardonnay'],3,0,3,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,Hannes-Reeh-Rohstoff-Chardonnay-2017,2017,Austria,Burgenland,,18.0
19746,19746,19746,white,"https://www.alko.fi/en/products/953287/Laurent-Vogt-Pinot-Gris-2018/ 
",casseroles,953287,14.5,13.0,6.0,90.0,29.76 EUR,,,Contains sulphites,bottle,metal screw cap,Earl Laurent Vogt,Tampereen Viinitukku,sale-to-order selection,"White wines are best served chilled, at 10–12°C. Chilling a bottle from room temperature to the perfect serving temperature takes about two hours in a fridge. The sweeter the wine, the cooler it can be served.","These wines are an excellent match for savoury starters, pasta and fish and seafood dishes.
Try with different kinds of tapas or antipasti, shrimp salad or sushi.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Medium dry, medium acidic, tropical fruit notes, flowery, honey notes 
","['AC Alsace', 'France', 'Alsace']",['Pinot Gris'],2,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,Laurent-Vogt-Pinot-Gris-2018,2018,France,Alsace,,18.0
2184,2184,2184,desert,"https://www.alko.fi/en/products/907298/Noita-Blaufr-nkisch-2018/ 
",casseroles,907298,10.5,-1.0,7.4,60.0,33.31 EUR,,,Contains sulphites,bottle,natural cork,Noita Winery,Uniq Drinks Finland,sale-to-order selection,"Serve these wines well-chilled, at 8–10°C. Chilling a bottle from room temperature to the perfect serving temperature takes about three hours in a fridge. Especially aromatised wines, as well as wines containing berries or fruit pulp, should be served well-chilled. If they are too warm, they can foam out of the bottle once opened.","Sparkling fruit wines, fruit wines and aromatised wines are perfect for socialising, as aperitifs or in mixed drinks and punches.
Try them in cocktails or punches, and choose the berry or fruit that you like the most. You can adjust the alcohol content by adding spirits, liquor, sparkling water, tonic or juice. Decorate with the season’s berries, fruits and herbs.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Medium-bodied, low tannins, plum notes, blueberry notes, aromatic 
",['Finland'],['Blaufränkisch'],0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,Noita-Blaufr-nkisch-2018,2018,Finland,,,
